kode_desa,kode_provinsi,kode_kabupaten,kode_kecamatan,nama_kelurahan,kode_pos
"2014","35","18","13","Kedungdowo","64419"
"2015","35","18","13","Balongpacul","64419"
"1014","35","18","14","Guyangan","64461"
"1015","35","18","14","Kedondong","64461"
"2001","35","18","14","Balongrejo","64461"
"2002","35","18","14","Girirejo","64461"
"2003","35","18","14","Pesudukuh","64461"
"2004","35","18","14","Sekarputih","64461"
"2005","35","18","14","Buduran","64461"
"2006","35","18","14","Ngumpul","64461"
"2007","35","18","14","Bagor Kulon","64461"
"2008","35","18","14","Petak","64461"
"2009","35","18","14","Paron","64461"
"2010","35","18","14","Karang Tengah","64461"
"2011","35","18","14","Selorejo","64461"
"2012","35","18","14","Gandu","64461"
"2013","35","18","14","Kerepkidul","64461"
"2016","35","18","14","Kutorejo","64461"
"2017","35","18","14","Sugihwaras","64461"
"2018","35","18","14","Gemenggeng","64461"
"2019","35","18","14","Kendalrejo","64461"
"2020","35","18","14","Banaran Kulon","64461"
"2021","35","18","14","Banaran Wetan","64461"
"2001","35","18","15","Sudimoroharjo","64462"
"2002","35","18","15","Wilangan","64462"
"2003","35","18","15","Ngadipiro","64462"
"2004","35","18","15","Mancon","64462"
"2005","35","18","15","Ngudikan","64462"
"2006","35","18","15","Sukoharjo","64462"
"2001","35","18","16","Gempol","64453"
"2002","35","18","16","Mungkung","64453"
"2003","35","18","16","Setren","64453"
"2004","35","18","16","Sukorejo","64453"
"2005","35","18","16","Sidokare","64453"
"2006","35","18","16","Mojorembun","64453"
"2007","35","18","16","Ngadiboyo","64453"
"2008","35","18","16","Rejoso","64453"
"2009","35","18","16","Klagen","64453"
"2010","35","18","16","Jatirejo","64453"
"2011","35","18","16","Mlorah","64453"
"2012","35","18","16","Puhkerep","64453"
"2013","35","18","16","Talun","64453"
"2014","35","18","16","Ngangkatan","64453"
"2015","35","18","16","Talang","64453"
"2016","35","18","16","Banjarejo","64453"
"2017","35","18","16","Sambikerep","64453"
"2018","35","18","16","Musir Lor","64453"
"2019","35","18","16","Musir Kidul","64453"
"2020","35","18","16","Wengkal","64453"
"2021","35","18","16","Jintel","64453"
"2022","35","18","16","Kedungpadang","64453"
"2023","35","18","16","Tritik","64453"
"2024","35","18","16","Bendoasri","64453"
"2001","35","18","17","Sumberjo","64451"
"2002","35","18","17","Nglinggo","64451"
"2003","35","18","17","Mojoseto","64451"
"2004","35","18","17","Karangsemi","64451"
"2005","35","18","17","Senjayan","64451"
"2006","35","18","17","Kedungglugu","64451"
"2007","35","18","17","Ja'an","64451"
"2008","35","18","17","Sumberagung","64451"
"2009","35","18","17","Ketawang","64451"
"2010","35","18","17","Ngujung","64451"
"2011","35","18","17","Sanggrahan","64451"
"2012","35","18","17","Balonggebang","64451"
"2013","35","18","17","Pandean","64451"
"2014","35","18","17","Campur","64451"
"2015","35","18","17","Gondangkulon","64451"
"2016","35","18","17","Senggowar","64451"
"2017","35","18","17","Losari","64451"
"2001","35","18","18","Sugihwaras","64452"
"2002","35","18","18","Ngluyu","64452"
"2003","35","18","18","Tempuran","64452"
"2004","35","18","18","Lengkong Lor","64452"
"2005","35","18","18","Gampeng","64452"
"2006","35","18","18","Bajang","64452"
"2001","35","18","19","Banjardowo","64393"
"2002","35","18","19","Lengkong","64393"
"2003","35","18","19","Jegreg","64393"
"2004","35","18","19","Kedungmlaten","64393"
"2005","35","18","19","Prayungan","64393"
"2006","35","18","19","Sumbersono","64393"
"2007","35","18","19","Balongasem","64393"
"2008","35","18","19","Sawahan","64393"
"2009","35","18","19","Ngringin","64393"
"2010","35","18","19","Jatipunggur","64393"
"2011","35","18","19","Ketandan","64393"
"2012","35","18","19","Sumberkepuh","64393"
"2013","35","18","19","Ngepung","64393"
"2014","35","18","19","Pinggir","64393"
"2015","35","18","19","Bangle","64393"
"2016","35","18","19","Sumbermiri","64393"
"2001","35","18","20","Perning","64392"
"2002","35","18","20","Ngasem","64392"
"2003","35","18","20","Gondang Wetan","64392"
"2004","35","18","20","Jatikalen","64392"
"2005","35","18","20","Begendeng","64392"
"2006","35","18","20","Lumpangkuwik","64392"
"2007","35","18","20","Dawuhan","64392"
"2008","35","18","20","Munung","64392"
"2009","35","18","20","Pulowetan","64392"
"2010","35","18","20","Pule","64392"
"2011","35","18","20","Dlururejo","64392"
"2001","35","19","01","Tambakmas","63173"
"2002","35","19","01","Tanjungrejo","63173"
"2003","35","19","01","Sukorejo","63173"
"2004","35","19","01","Pucanganom","63173"
"2005","35","19","01","Krandegan","63173"
"2006","35","19","01","Singgahan","63173"
"2007","35","19","01","Sidorejo","63173"
"2008","35","19","01","Palur","63173"
"2009","35","19","01","Mojorejo","63173"
"2010","35","19","01","Rejosari","63173"
"2011","35","19","01","Kebonsari","63173"
"2012","35","19","01","Balerejo","63173"
"2013","35","19","01","Kedondong","63173"
"2014","35","19","01","Bacem","63173"
"1002","35","19","02","Mlilir","63174"
"1012","35","19","02","Bangunsari","63174"
"2001","35","19","02","Lembah","63174"
"2003","35","19","02","Kradinan","63174"
"2004","35","19","02","Suluk","63174"
"2005","35","19","02","Blimbing","63174"
"2006","35","19","02","Bader","63174"
"2007","35","19","02","Candimulyo","63174"
"2008","35","19","02","Glonggong","63174"
"2009","35","19","02","Dolopo","63174"
"2010","35","19","02","Doho","63174"
"2011","35","19","02","Ketawang","63174"
"2001","35","19","03","Banaran","63171"
"2002","35","19","03","Klorogan","63171"
"2003","35","19","03","Slambur","63171"
"2004","35","19","03","Geger","63171"
"2005","35","19","03","Sareng","63171"
"2006","35","19","03","Purworejo","63171"
"2007","35","19","03","Sumberejo","63171"
"2008","35","19","03","Jatisari","63171"
"2009","35","19","03","Uteran","63171"
"2010","35","19","03","Pagotan","63171"
"2011","35","19","03","Sangen","63171"
"2012","35","19","03","Jogodayuh","63171"
"2013","35","19","03","Nglandung","63171"
"2014","35","19","03","Sambirejo","63171"
"2015","35","19","03","Putat","63171"
"2016","35","19","03","Kranggan","63171"
"2017","35","19","03","Kaibon","63171"
"2018","35","19","03","Kertobanyon","63171"
"2019","35","19","03","Kertosari","63171"
"2001","35","19","04","Ketandan","63172"
"2002","35","19","04","Tileng","63172"
"2003","35","19","04","Mendak","63172"
"2004","35","19","04","Segulung","63172"
"2005","35","19","04","Ngranget","63172"
"2006","35","19","04","Padas","63172"
"2007","35","19","04","Dagangan","63172"
"2008","35","19","04","Joho","63172"
"2009","35","19","04","Kepet","63172"
"2010","35","19","04","Sewulan","63172"
"2011","35","19","04","Jetis","63172"
"2012","35","19","04","Banjarejo","63172"
"2013","35","19","04","Mruwak","63172"
"2014","35","19","04","Prambon","63172"
"2015","35","19","04","Banjarsari Wetan","63172"
"2016","35","19","04","Banjarsari Kulon","63172"
"2017","35","19","04","Sukosari","63172"
"2001","35","19","05","Kare","63182"
"2002","35","19","05","Kepel","63182"
"2003","35","19","05","Bodag","63182"
"2004","35","19","05","Bolo","63182"
"2005","35","19","05","Kuwiran","63182"
"2006","35","19","05","Randualas","63182"
"2007","35","19","05","Cermo","63182"
"2008","35","19","05","Morang","63182"
"2001","35","19","06","Batok","63156"
"2002","35","19","06","Durenan","63156"
"2003","35","19","06","Winong","63156"
"2004","35","19","06","Tawangrejo","63156"
"2005","35","19","06","Gemarang","63156"
"2006","35","19","06","Sebayi","63156"
"2007","35","19","06","Nampu","63156"
"1003","35","19","07","Munggut","63181"
"1009","35","19","07","Wungu","63181"
"2001","35","19","07","Sidorejo","63181"
"2002","35","19","07","Mojopurno","63181"
"2004","35","19","07","Karangrejo","63181"
"2005","35","19","07","Brumbun","63181"
"2006","35","19","07","Kresek","63181"
"2007","35","19","07","Mojorayung","63181"
"2008","35","19","07","Bantengan","63181"
"2010","35","19","07","Pilangrejo","63181"
"2011","35","19","07","Tempursari","63181"
"2012","35","19","07","Nglanduk","63181"
"2013","35","19","07","Nglambangan","63181"
"2014","35","19","07","Sobrah","63181"
"1001","35","19","08","Nglames","63151"
"2002","35","19","08","Sendangrejo","63151"
"2003","35","19","08","Dempelan","63151"
"2004","35","19","08","Betek","63151"
"2005","35","19","08","Sirapan","63151"
"2006","35","19","08","Dimong","63151"
"2007","35","19","08","Tulungrejo","63151"
"2008","35","19","08","Tanjungrejo","63151"
"2009","35","19","08","Sumberejo","63151"
"2010","35","19","08","Banjarsari","63151"
"2011","35","19","08","Tiron","63151"
"2012","35","19","08","Gunungsari","63151"
"2013","35","19","08","Bagi","63151"
"2001","35","19","09","Bukur","63161"
"2002","35","19","09","Sambirejo","63161"
"2003","35","19","09","Metesih","63161"
"2004","35","19","09","Jiwan","63161"
"2005","35","19","09","Sukolilo","63161"
"2006","35","19","09","Kincang Wetan","63161"
"2007","35","19","09","Kwangsen","63161"
"2008","35","19","09","Grobogan","63161"
"2009","35","19","09","Wayut","63161"
"2010","35","19","09","Klagenserut","63161"
"2011","35","19","09","Teguhan","63161"
"2012","35","19","09","Ngetrep","63161"
"2013","35","19","09","Bedoho","63161"
"2014","35","19","09","Bibrik","63161"
"2001","35","19","10","Garon","63152"
"2002","35","19","10","Balerejo","63152"
"2003","35","19","10","Kebonagung","63152"
"2004","35","19","10","Gading","63152"
"2005","35","19","10","Sumberbening","63152"
"2006","35","19","10","Bulakrejo","63152"
"2007","35","19","10","Tapelan","63152"
"2008","35","19","10","Babadan Lor","63152"
"2009","35","19","10","Warurejo","63152"
"2010","35","19","10","Jerukgulung","63152"
"2011","35","19","10","Kedungjati","63152"
"2012","35","19","10","Glonggong","63152"
"2013","35","19","10","Sogo","63152"
"2014","35","19","10","Banaran","63152"
"2015","35","19","10","Pacinan","63152"
"2016","35","19","10","Kedungrejo","63152"
"2017","35","19","10","Kuwu","63152"
"2018","35","19","10","Simo","63152"
"1012","35","19","11","Bangunsari","63153"
"1013","35","19","11","Krajan","63153"
"1014","35","19","11","Pandean","63153"
"2001","35","19","11","Kaliabu","63153"
"2002","35","19","11","Klecorejo","63153"
"2003","35","19","11","Blabakan","63153"
"2004","35","19","11","Wonorejo","63153"
"2005","35","19","11","Kebonagung","63153"
"2006","35","19","11","Darmorejo","63153"
"2007","35","19","11","Kaligunting","63153"
"2008","35","19","11","Sidodadi","63112"
"2009","35","19","11","Kuncen","63153"
"2010","35","19","11","Mejayan","63153"
"2011","35","19","11","Ngampel","63153"
"2001","35","19","12","Bandungan","63155"
"2002","35","19","12","Pajaran","63155"
"2003","35","19","12","Sugihwaras","63155"
"2004","35","19","12","Sidorejo","63155"
"2005","35","19","12","Bongsopotro","63155"
"2006","35","19","12","Sukorejo","63155"
"2007","35","19","12","Ngepeh","63155"
"2008","35","19","12","Bajulan","63155"
"2009","35","19","12","Bener","63155"
"2010","35","19","12","Sumbersari","63155"
"2011","35","19","12","Klumutan","63155"
"2012","35","19","12","Sambirejo","63155"
"2013","35","19","12","Tulung","63155"
"2014","35","19","12","Sumberbendo","63155"
"2015","35","19","12","Klangon","63155"
"2001","35","19","13","Muneng","63154"
"2002","35","19","13","Pulerejo","63154"
"2003","35","19","13","Purworejo","63154"
"2004","35","19","13","Kedungrejo","63154"
"2005","35","19","13","Wonoayu","63154"
"2006","35","19","13","Pilangkenceng","63154"
"2007","35","19","13","Sumbergandu","63154"
"2008","35","19","13","Kedungmaron","63154"
"2009","35","19","13","Duren","63154"
"2010","35","19","13","Dawuhan","63154"
"2011","35","19","13","Bulu","63154"
"2012","35","19","13","Kenongorejo","63154"
"2013","35","19","13","Ngengor","63154"
"2014","35","19","13","Gandul","63154"
"2015","35","19","13","Luworo","63154"
"2016","35","19","13","Kedungbanteng","63154"
"2017","35","19","13","Krebet","63154"
"2018","35","19","13","Ngale","63154"
"2001","35","19","14","Sidomulyo","63162"
"2002","35","19","14","Kanung","63162"
"2003","35","19","14","Rejosari","63162"
"2004","35","19","14","Pucangrejo","63162"
"2005","35","19","14","Krokeh","63162"
"2006","35","19","14","Lebakayu","63162"
"2007","35","19","14","Bakur","63162"
"2008","35","19","14","Golan","63162"
"2009","35","19","14","Cabean","63162"
"2010","35","19","14","Sawahan","63162"
"2011","35","19","14","Pule","63162"
"2012","35","19","14","Kajang","63162"
"2013","35","19","14","Klumpit","63162"
"2001","35","19","15","Ngadirejo","63157"
"2002","35","19","15","Jatirejo","63157"
"2003","35","19","15","Banyukambang","63157"
"2004","35","19","15","Sidomulyo","63157"
"2005","35","19","15","Wonoasri","63157"
"2006","35","19","15","Plumpungrejo","63157"
"2007","35","19","15","Bancong","63157"
"2008","35","19","15","Purwosari","63157"
"2009","35","19","15","Klitik","63157"
"2010","35","19","15","Buduran","63157"
"1005","35","20","01","Alastuwo","63362"
"2001","35","20","01","Poncol","63362"
"2002","35","20","01","Gonggang","63362"
"2003","35","20","01","Janggan","63362"
"2004","35","20","01","Genilangit","63362"
"2006","35","20","01","Plangkrongan","63362"
"2007","35","20","01","Cileng","63362"
"2008","35","20","01","Sombo","63362"
"1008","35","20","02","Parang","63371"
"2001","35","20","02","Sayutan","63371"
"2002","35","20","02","Nglopang","63371"
"2003","35","20","02","Mategal","63371"
"2004","35","20","02","Bungkuk","63371"
"2005","35","20","02","Trosono","63371"
"2006","35","20","02","Ngunut","63371"
"2007","35","20","02","Ngaglik","63371"
"2009","35","20","02","Tamanarum","63371"
"2010","35","20","02","Pragak","63371"
"2011","35","20","02","Sundul","63371"
"2012","35","20","02","Joketro","63371"
"2013","35","20","02","Krajan","63371"
"1002","35","20","03","Lembeyan Kulon","63372"
"2001","35","20","03","Kediren","63372"
"2003","35","20","03","Lembeyan Wetan","63372"
"2004","35","20","03","Tunggur","63372"
"2005","35","20","03","Dukuh","63372"
"2006","35","20","03","Kedungpanji","63372"
"2007","35","20","03","Nguri","63372"
"2008","35","20","03","Pupus","63372"
"2009","35","20","03","Tapen","63372"
"2010","35","20","03","Krowe","63372"
"1013","35","20","04","Takeran","63381"
"2009","35","20","04","Kiringan","63381"
"2010","35","20","04","Duyung","63381"
"2011","35","20","04","Tawangrejo","63381"
"2012","35","20","04","Sawojajar","63381"
"2014","35","20","04","Kuwonharjo","63381"
"2015","35","20","04","Kepuhrejo","63381"
"2016","35","20","04","Kerik","63381"
"2017","35","20","04","Waduk","63381"
"2018","35","20","04","Jomblang","63381"
"2019","35","20","04","Kerang","63381"
"2020","35","20","04","Madigondo","63381"
"1010","35","20","05","Kawedanan","63382"
"1011","35","20","05","Rejosari","63382"
"1012","35","20","05","Sampung","63382"
"2001","35","20","05","Mangunrejo","63382"
"2002","35","20","05","Giripurno","63382"
"2003","35","20","05","Ngentep","63382"
"2004","35","20","05","Balerejo","63382"
"2005","35","20","05","Garon","63382"
"2006","35","20","05","Tladan","63382"
"2007","35","20","05","Pojok","63382"
"2008","35","20","05","Ngunut","63382"
"2009","35","20","05","Tulung","63382"
"2013","35","20","05","Bogem","63382"
"2014","35","20","05","Jambangan","63382"
"2015","35","20","05","Selorejo","63382"
"2016","35","20","05","Sugihrejo","63382"
"2017","35","20","05","Ngadirejo","63382"
"2018","35","20","05","Karangrejo","63382"
"2019","35","20","05","Genengan","63382"
"2020","35","20","05","Mojorejo","63382"
"1002","35","20","06","Mangkujayan","63316"
"1003","35","20","06","Bulukerto","63315"
"1004","35","20","06","Magetan","63319"
"1010","35","20","06","Selosari","63313"
"1011","35","20","06","Tawanganom","63312"
"1012","35","20","06","Kepolorejo","63311"
"1013","35","20","06","Sukowinangun","63319"
"1014","35","20","06","Kebonagung","63317"
"1015","35","20","06","Tambran","63318"
"2001","35","20","06","Tambakrejo","63319"
"2005","35","20","06","Ringinagung","63319"
"2009","35","20","06","Candirejo","63319"
"2016","35","20","06","Baron","63319"
"2017","35","20","06","Purwosari","63319"
"1011","35","20","07","Plaosan","63361"
"1013","35","20","07","Sarangan","63361"
"2001","35","20","07","Ngancar","63361"
"2002","35","20","07","Plumpung","63361"
"2003","35","20","07","Puntukdoro","63361"
"2004","35","20","07","Bulugunung","63361"
"2005","35","20","07","Bogoarum","63361"
"2006","35","20","07","Randugede","63361"
"2007","35","20","07","Sumberagung","63361"
"2008","35","20","07","Nitikan","63361"
"2009","35","20","07","Sidomukti","63361"
"2010","35","20","07","Buluharjo","63361"
"2012","35","20","07","Dadi","63361"
"2014","35","20","07","Pacalan","63361"
"2015","35","20","07","Sendangagung","63361"
"1009","35","20","08","Panekan","63352"
"2004","35","20","08","Terung","63352"
"2005","35","20","08","Cepoko","63352"
"2006","35","20","08","Milangasri","63352"
"2007","35","20","08","Wates","63352"
"2008","35","20","08","Sidowayah","63352"
"2010","35","20","08","Tanjungsari","63352"
"2011","35","20","08","Sumberdodol","63352"
"2012","35","20","08","Manjung","63352"
"2013","35","20","08","Tapak","63352"
"2014","35","20","08","Sukowidi","63352"
